Age,Sex,Condition,Mouse.Genotyping,ID,Timepoint,Genotype,DaysOfEE,DaysOfEE0
6.5,M,Exercise,Wildtype,1303,2 week,CREB +/+,16,16
6.5,M,Isolated Standard,Wildtype,1300,2 week,CREB +/+,16,16
6.4,F,Standard,Heterozygous,1312,48h,CREB +/-,2,2
6.1,F,Standard,Homozygous,1316,48h,CREB -/-,2,2
6.1,F,Enriched,Homozygous,1321,48h,CREB -/-,2,2
6.5,M,Exercise,Homozygous,1301,48h,CREB -/-,2,2
6.5,M,Isolated Standard,Homozygous,1298,48h,CREB -/-,2,2
6.5,M,Isolated Standard,Heterozygous,1299,48h,CREB +/-,2,2
6.4,F,Standard,Heterozygous,1312,Pre1,CREB +/-,-4,0
6.1,F,Enriched,Homozygous,1321,Pre1,CREB -/-,-4,0
6.5,M,Exercise,Homozygous,1301,Pre1,CREB -/-,-4,0
6.5,M,Isolated Standard,Homozygous,1298,Pre1,CREB -/-,-4,0
6.5,M,Isolated Standard,Heterozygous,1299,Pre1,CREB +/-,-4,0
6.4,F,Standard,Heterozygous,1312,Pre2,CREB +/-,-3,0
6.1,F,Standard,Homozygous,1316,Pre2,CREB -/-,-3,0
6.1,F,Enriched,Homozygous,1321,Pre2,CREB -/-,-3,0
6.5,M,Exercise,Homozygous,1301,Pre2,CREB -/-,-3,0
6.5,M,Isolated Standard,Homozygous,1298,Pre2,CREB -/-,-3,0
6.5,M,Isolated Standard,Heterozygous,1299,Pre2,CREB +/-,-3,0
6.4,F,Standard,Heterozygous,1312,1 week,CREB +/-,8,8
6.1,F,Standard,Homozygous,1316,1 week,CREB -/-,8,8
6.1,F,Enriched,Homozygous,1321,1 week,CREB -/-,8,8
6.5,M,Exercise,Homozygous,1301,1 week,CREB -/-,8,8
6.5,M,Isolated Standard,Homozygous,1298,1 week,CREB -/-,8,8
6.5,M,Isolated Standard,Heterozygous,1299,1 week,CREB +/-,8,8
6.4,F,Standard,Heterozygous,1312,2 week,CREB +/-,16,16
6.1,F,Standard,Homozygous,1316,2 week,CREB -/-,16,16
6.1,F,Enriched,Homozygous,1321,2 week,CREB -/-,16,16
6.5,M,Exercise,Homozygous,1301,2 week,CREB -/-,16,16
6.5,M,Isolated Standard,Homozygous,1298,2 week,CREB -/-,16,16
6.5,M,Isolated Standard,Heterozygous,1299,2 week,CREB +/-,16,16
4.4,F,Enriched,Heterozygous,1349,48h,CREB +/-,2,2
4.4,F,Enriched,Homozygous,1343,48h,CREB -/-,2,2
4.4,M,Exercise,Heterozygous,1339,48h,CREB +/-,2,2
4.5,F,Standard,Homozygous,1336,48h,CREB -/-,2,2
4.4,F,Standard,Wildtype,1351,48h,CREB +/+,2,2
4.5,M,Isolated Standard,Heterozygous,1333,48h,CREB +/-,2,2
4.4,M,Isolated Standard,Heterozygous,1348,48h,CREB +/-,2,2
4.4,F,Enriched,Heterozygous,1349,Pre1,CREB +/-,-4,0
4.4,M,Exercise,Heterozygous,1339,Pre1,CREB +/-,-4,0
4.5,F,Standard,Homozygous,1336,Pre1,CREB -/-,-4,0
4.4,F,Standard,Wildtype,1351,Pre1,CREB +/+,-4,0
4.5,M,Isolated Standard,Heterozygous,1333,Pre1,CREB +/-,-4,0
4.4,M,Isolated Standard,Heterozygous,1348,Pre1,CREB +/-,-4,0
4.4,F,Enriched,Heterozygous,1349,Pre2,CREB +/-,-3,0
4.4,F,Enriched,Homozygous,1343,Pre2,CREB -/-,-3,0
4.4,M,Exercise,Heterozygous,1339,Pre2,CREB +/-,-3,0
4.4,F,Standard,Wildtype,1351,Pre2,CREB +/+,-3,0
4.5,M,Isolated Standard,Heterozygous,1333,Pre2,CREB +/-,-3,0
4.4,M,Isolated Standard,Heterozygous,1348,Pre2,CREB +/-,-3,0
4.4,F,Enriched,Heterozygous,1349,1 week,CREB +/-,8,8
4.4,F,Enriched,Homozygous,1343,1 week,CREB -/-,8,8
4.4,M,Exercise,Heterozygous,1339,1 week,CREB +/-,8,8
4.5,F,Standard,Homozygous,1336,1 week,CREB -/-,8,8
4.4,F,Standard,Wildtype,1351,1 week,CREB +/+,8,8
4.5,M,Isolated Standard,Heterozygous,1333,1 week,CREB +/-,8,8
4.4,M,Isolated Standard,Heterozygous,1348,1 week,CREB +/-,8,8
4.4,F,Enriched,Heterozygous,1349,2 week,CREB +/-,16,16
4.4,F,Enriched,Homozygous,1343,2 week,CREB -/-,16,16
4.4,M,Exercise,Heterozygous,1339,2 week,CREB +/-,16,16
4.5,F,Standard,Homozygous,1336,2 week,CREB -/-,16,16
4.4,F,Standard,Wildtype,1351,2 week,CREB +/+,16,16
4.5,M,Isolated Standard,Heterozygous,1333,2 week,CREB +/-,16,16
4.4,M,Isolated Standard,Heterozygous,1348,2 week,CREB +/-,16,16
4.5,F,Enriched,Wildtype,1335,48h,CREB +/+,2,2
4.5,F,Enriched,Homozygous,1337,48h,CREB -/-,2,2
4.5,M,Exercise,Wildtype,1331,48h,CREB +/+,2,2
4.5,M,Exercise,Heterozygous,1334,48h,CREB +/-,2,2
4.4,F,Standard,Homozygous,1342,48h,CREB -/-,2,2
4.1,F,Standard,Heterozygous,1358,48h,CREB +/-,2,2
4.5,M,Isolated Standard,Wildtype,1330,48h,CREB +/+,2,2
4.5,F,Enriched,Wildtype,1335,Pre1,CREB +/+,-4,0
4.5,F,Enriched,Homozygous,1337,Pre1,CREB -/-,-4,0
4.5,M,Exercise,Wildtype,1331,Pre1,CREB +/+,-4,0
4.5,M,Exercise,Heterozygous,1334,Pre1,CREB +/-,-4,0
4.4,F,Standard,Homozygous,1342,Pre1,CREB -/-,-4,0
4.1,F,Standard,Heterozygous,1358,Pre1,CREB +/-,-4,0
4.5,M,Isolated Standard,Wildtype,1330,Pre1,CREB +/+,-4,0
4.5,F,Enriched,Wildtype,1335,Pre2,CREB +/+,-3,0
4.5,F,Enriched,Homozygous,1337,Pre2,CREB -/-,-3,0
4.5,M,Exercise,Wildtype,1331,Pre2,CREB +/+,-3,0
4.5,M,Exercise,Heterozygous,1334,Pre2,CREB +/-,-3,0
4.4,F,Standard,Homozygous,1342,Pre2,CREB -/-,-3,0
4.1,F,Standard,Heterozygous,1358,Pre2,CREB +/-,-3,0
4.5,M,Isolated Standard,Wildtype,1330,Pre2,CREB +/+,-3,0
4.5,F,Enriched,Wildtype,1335,1 week,CREB +/+,8,8
4.5,F,Enriched,Homozygous,1337,1 week,CREB -/-,8,8
4.5,M,Exercise,Wildtype,1331,1 week,CREB +/+,8,8
4.5,M,Exercise,Heterozygous,1334,1 week,CREB +/-,8,8
4.4,F,Standard,Homozygous,1342,1 week,CREB -/-,8,8
4.1,F,Standard,Heterozygous,1358,1 week,CREB +/-,8,8
4.5,M,Isolated Standard,Wildtype,1330,1 week,CREB +/+,8,8
4.5,F,Enriched,Wildtype,1335,2 week,CREB +/+,16,16
4.5,F,Enriched,Homozygous,1337,2 week,CREB -/-,16,16
4.5,M,Exercise,Wildtype,1331,2 week,CREB +/+,16,16
4.5,M,Exercise,Heterozygous,1334,2 week,CREB +/-,16,16
4.4,F,Standard,Homozygous,1342,2 week,CREB -/-,16,16
4.1,F,Standard,Heterozygous,1358,2 week,CREB +/-,16,16
4.5,M,Isolated Standard,Wildtype,1330,2 week,CREB +/+,16,16
5.3,F,Isolated Standard,Homozygous,1368,48h,CREB -/-,2,2
5.3,F,Exercise,Homozygous,1367,48h,CREB -/-,2,2
4.1,F,Exercise,Homozygous,1355,48h,CREB -/-,2,2
4.1,F,Exercise,Wildtype,1356,48h,CREB +/+,2,2
4.4,M,Enriched,Homozygous,1346,48h,CREB -/-,2,2
4.5,F,Isolated Standard,Wildtype,1338,48h,CREB +/+,2,2
5.3,F,Isolated Standard,Homozygous,1368,Pre1,CREB -/-,-4,0
4.1,F,Exercise,Homozygous,1355,Pre1,CREB -/-,-4,0
4.1,F,Exercise,Wildtype,1356,Pre1,CREB +/+,-4,0
4.4,M,Enriched,Homozygous,1346,Pre1,CREB -/-,-4,0
4.5,F,Isolated Standard,Wildtype,1338,Pre1,CREB +/+,-4,0
5.3,F,Isolated Standard,Homozygous,1368,Pre2,CREB -/-,-3,0
5.3,F,Exercise,Homozygous,1367,Pre2,CREB -/-,-3,0
4.1,F,Exercise,Wildtype,1356,Pre2,CREB +/+,-3,0
4.4,M,Enriched,Homozygous,1346,Pre2,CREB -/-,-3,0
4.5,F,Isolated Standard,Wildtype,1338,Pre2,CREB +/+,-3,0
5.3,F,Isolated Standard,Homozygous,1368,1 week,CREB -/-,8,8
5.3,F,Exercise,Homozygous,1367,1 week,CREB -/-,8,8
4.1,F,Exercise,Homozygous,1355,1 week,CREB -/-,8,8
4.1,F,Exercise,Wildtype,1356,1 week,CREB +/+,8,8
4.4,M,Enriched,Homozygous,1346,1 week,CREB -/-,8,8
4.5,F,Isolated Standard,Wildtype,1338,1 week,CREB +/+,8,8
5.3,F,Isolated Standard,Homozygous,1368,2 week,CREB -/-,16,16
5.3,F,Exercise,Homozygous,1367,2 week,CREB -/-,16,16
4.1,F,Exercise,Homozygous,1355,2 week,CREB -/-,16,16
4.1,F,Exercise,Wildtype,1356,2 week,CREB +/+,16,16
4.4,M,Enriched,Homozygous,1346,2 week,CREB -/-,16,16
4.5,F,Isolated Standard,Wildtype,1338,2 week,CREB +/+,16,16
5.3,F,Exercise,Heterozygous,1363,48h,CREB +/-,2,2
5.3,F,Isolated Standard,Heterozygous,1365,48h,CREB +/-,2,2
4.1,F,Isolated Standard,Homozygous,1353,48h,CREB -/-,2,2
4.1,F,Exercise,Homozygous,1354,48h,CREB -/-,2,2
4.1,F,Exercise,Heterozygous,1357,48h,CREB +/-,2,2
4.4,M,Enriched,Heterozygous,1347,48h,CREB +/-,2,2
4.1,F,Isolated Standard,Heterozygous,1359,48h,CREB +/-,2,2
5.3,F,Exercise,Heterozygous,1363,Pre1,CREB +/-,-4,0
5.3,F,Isolated Standard,Heterozygous,1365,Pre1,CREB +/-,-4,0
4.1,F,Isolated Standard,Homozygous,1353,Pre1,CREB -/-,-4,0
4.1,F,Exercise,Homozygous,1354,Pre1,CREB -/-,-4,0
4.1,F,Exercise,Heterozygous,1357,Pre1,CREB +/-,-4,0
4.4,M,Enriched,Heterozygous,1347,Pre1,CREB +/-,-4,0
4.1,F,Isolated Standard,Heterozygous,1359,Pre1,CREB +/-,-4,0
5.3,F,Exercise,Heterozygous,1363,Pre2,CREB +/-,-3,0
5.3,F,Isolated Standard,Heterozygous,1365,Pre2,CREB +/-,-3,0
4.1,F,Isolated Standard,Homozygous,1353,Pre2,CREB -/-,-3,0
4.1,F,Exercise,Homozygous,1354,Pre2,CREB -/-,-3,0
4.1,F,Exercise,Heterozygous,1357,Pre2,CREB +/-,-3,0
4.4,M,Enriched,Heterozygous,1347,Pre2,CREB +/-,-3,0
4.1,F,Isolated Standard,Heterozygous,1359,Pre2,CREB +/-,-3,0
5.3,F,Exercise,Heterozygous,1363,1 week,CREB +/-,8,8
5.3,F,Isolated Standard,Heterozygous,1365,1 week,CREB +/-,8,8
4.1,F,Isolated Standard,Homozygous,1353,1 week,CREB -/-,8,8
4.1,F,Exercise,Homozygous,1354,1 week,CREB -/-,8,8
4.1,F,Exercise,Heterozygous,1357,1 week,CREB +/-,8,8
4.4,M,Enriched,Heterozygous,1347,1 week,CREB +/-,8,8
4.1,F,Isolated Standard,Heterozygous,1359,1 week,CREB +/-,8,8
5.3,F,Exercise,Heterozygous,1363,2 week,CREB +/-,16,16
5.3,F,Isolated Standard,Heterozygous,1365,2 week,CREB +/-,16,16
4.1,F,Isolated Standard,Homozygous,1353,2 week,CREB -/-,16,16
4.1,F,Exercise,Homozygous,1354,2 week,CREB -/-,16,16
4.1,F,Exercise,Heterozygous,1357,2 week,CREB +/-,16,16
4.4,M,Enriched,Heterozygous,1347,2 week,CREB +/-,16,16
4.1,F,Isolated Standard,Heterozygous,1359,2 week,CREB +/-,16,16
5.3,M,Isolated Standard,Homozygous,1371,48h,CREB -/-,2,2
5.1,M,Exercise,Homozygous,1377,48h,CREB -/-,2,2
5.1,M,Isolated Standard,Homozygous,1376,48h,CREB -/-,2,2
4.8,M,Exercise,Homozygous,1386,48h,CREB -/-,2,2
4.8,M,Isolated Standard,Homozygous,1388,48h,CREB -/-,2,2
5.3,M,Isolated Standard,Homozygous,1371,Pre1,CREB -/-,-4,0
5.1,M,Exercise,Homozygous,1377,Pre1,CREB -/-,-4,0
5.1,M,Isolated Standard,Homozygous,1376,Pre1,CREB -/-,-4,0
4.8,M,Exercise,Homozygous,1386,Pre1,CREB -/-,-4,0
4.8,M,Isolated Standard,Homozygous,1388,Pre1,CREB -/-,-4,0
5.3,M,Isolated Standard,Homozygous,1371,Pre2,CREB -/-,-3,0
5.1,M,Isolated Standard,Homozygous,1376,Pre2,CREB -/-,-3,0
4.8,M,Exercise,Homozygous,1386,Pre2,CREB -/-,-3,0
4.8,M,Isolated Standard,Homozygous,1388,Pre2,CREB -/-,-3,0
5.3,M,Isolated Standard,Homozygous,1371,1 week,CREB -/-,8,8
5.1,M,Exercise,Homozygous,1377,1 week,CREB -/-,8,8
5.1,M,Isolated Standard,Homozygous,1376,1 week,CREB -/-,8,8
4.8,M,Exercise,Homozygous,1386,1 week,CREB -/-,8,8
4.8,M,Isolated Standard,Homozygous,1388,1 week,CREB -/-,8,8
5.3,M,Isolated Standard,Homozygous,1371,2 week,CREB -/-,16,16
5.1,M,Exercise,Homozygous,1377,2 week,CREB -/-,16,16
5.1,M,Isolated Standard,Homozygous,1376,2 week,CREB -/-,16,16
4.8,M,Exercise,Homozygous,1386,2 week,CREB -/-,16,16
4.8,M,Isolated Standard,Homozygous,1388,2 week,CREB -/-,16,16
5.1,M,Exercise,Wildtype,1375,48h,CREB +/+,2,2
5.1,M,Isolated Standard,Wildtype,1378,48h,CREB +/+,2,2
4.8,M,Exercise,Homozygous,1387,48h,CREB -/-,2,2
4.8,F,Isolated Standard,Homozygous,1390,48h,CREB -/-,2,2
4.8,F,Exercise,Heterozygous,1392,48h,CREB +/-,2,2
4.6,F,Isolated Standard,Heterozygous,1397,48h,CREB +/-,2,2
4.8,M,Isolated Standard,Homozygous,1384,48h,CREB -/-,2,2
5.1,M,Exercise,Wildtype,1375,Pre1,CREB +/+,-4,0
5.1,M,Isolated Standard,Wildtype,1378,Pre1,CREB +/+,-4,0
4.8,M,Exercise,Homozygous,1387,Pre1,CREB -/-,-4,0
4.8,F,Isolated Standard,Homozygous,1390,Pre1,CREB -/-,-4,0
4.6,F,Isolated Standard,Heterozygous,1397,Pre1,CREB +/-,-4,0
4.8,M,Isolated Standard,Homozygous,1384,Pre1,CREB -/-,-4,0
5.1,M,Exercise,Wildtype,1375,Pre2,CREB +/+,-3,0
5.1,M,Isolated Standard,Wildtype,1378,Pre2,CREB +/+,-3,0
4.8,M,Exercise,Homozygous,1387,Pre2,CREB -/-,-3,0
4.8,F,Isolated Standard,Homozygous,1390,Pre2,CREB -/-,-3,0
4.8,F,Exercise,Heterozygous,1392,Pre2,CREB +/-,-3,0
4.6,F,Isolated Standard,Heterozygous,1397,Pre2,CREB +/-,-3,0
4.8,M,Isolated Standard,Homozygous,1384,Pre2,CREB -/-,-3,0
5.1,M,Exercise,Wildtype,1375,1 week,CREB +/+,8,8
5.1,M,Isolated Standard,Wildtype,1378,1 week,CREB +/+,8,8
4.8,M,Exercise,Homozygous,1387,1 week,CREB -/-,8,8
4.8,F,Isolated Standard,Homozygous,1390,1 week,CREB -/-,8,8
4.8,F,Exercise,Heterozygous,1392,1 week,CREB +/-,8,8
4.6,F,Isolated Standard,Heterozygous,1397,1 week,CREB +/-,8,8
4.8,M,Isolated Standard,Homozygous,1384,1 week,CREB -/-,8,8
5.1,M,Exercise,Wildtype,1375,2 week,CREB +/+,16,16
5.1,M,Isolated Standard,Wildtype,1378,2 week,CREB +/+,16,16
4.8,M,Exercise,Homozygous,1387,2 week,CREB -/-,16,16
4.8,F,Isolated Standard,Homozygous,1390,2 week,CREB -/-,16,16
4.8,F,Exercise,Heterozygous,1392,2 week,CREB +/-,16,16
4.6,F,Isolated Standard,Heterozygous,1397,2 week,CREB +/-,16,16
4.8,M,Isolated Standard,Homozygous,1384,2 week,CREB -/-,16,16
3.1,F,Exercise,Wildtype,1409,48h,CREB +/+,2,2
3.1,F,Isolated Standard,Wildtype,1410,48h,CREB +/+,2,2
3.5,F,Exercise,Homozygous,1402,48h,CREB -/-,2,2
3.5,F,Exercise,Wildtype,1403,48h,CREB +/+,2,2
3.5,F,Isolated Standard,Heterozygous,1404,48h,CREB +/-,2,2
3.5,F,Isolated Standard,Homozygous,1405,48h,CREB -/-,2,2
3.5,F,Exercise,Heterozygous,1406,48h,CREB +/-,2,2
3.1,F,Exercise,Wildtype,1409,Pre1,CREB +/+,-4,0
3.1,F,Isolated Standard,Wildtype,1410,Pre1,CREB +/+,-4,0
3.5,F,Exercise,Homozygous,1402,Pre1,CREB -/-,-4,0
3.5,F,Exercise,Wildtype,1403,Pre1,CREB +/+,-4,0
3.5,F,Isolated Standard,Heterozygous,1404,Pre1,CREB +/-,-4,0
3.5,F,Isolated Standard,Homozygous,1405,Pre1,CREB -/-,-4,0
3.5,F,Exercise,Heterozygous,1406,Pre1,CREB +/-,-4,0
3.1,F,Exercise,Wildtype,1409,Pre2,CREB +/+,-3,0
3.1,F,Isolated Standard,Wildtype,1410,Pre2,CREB +/+,-3,0
3.5,F,Exercise,Homozygous,1402,Pre2,CREB -/-,-3,0
3.5,F,Exercise,Wildtype,1403,Pre2,CREB +/+,-3,0
3.5,F,Isolated Standard,Heterozygous,1404,Pre2,CREB +/-,-3,0
3.5,F,Isolated Standard,Homozygous,1405,Pre2,CREB -/-,-3,0
3.5,F,Exercise,Heterozygous,1406,Pre2,CREB +/-,-3,0
3.1,F,Exercise,Wildtype,1409,1 week,CREB +/+,8,8
3.1,F,Isolated Standard,Wildtype,1410,1 week,CREB +/+,8,8
3.5,F,Exercise,Homozygous,1402,1 week,CREB -/-,8,8
3.5,F,Exercise,Wildtype,1403,1 week,CREB +/+,8,8
3.5,F,Isolated Standard,Heterozygous,1404,1 week,CREB +/-,8,8
3.5,F,Isolated Standard,Homozygous,1405,1 week,CREB -/-,8,8
3.5,F,Exercise,Heterozygous,1406,1 week,CREB +/-,8,8
3.1,F,Exercise,Wildtype,1409,2 week,CREB +/+,16,16
3.1,F,Isolated Standard,Wildtype,1410,2 week,CREB +/+,16,16
3.5,F,Exercise,Homozygous,1402,2 week,CREB -/-,16,16
3.5,F,Exercise,Wildtype,1403,2 week,CREB +/+,16,16
3.5,F,Isolated Standard,Heterozygous,1404,2 week,CREB +/-,16,16
3.5,F,Isolated Standard,Homozygous,1405,2 week,CREB -/-,16,16
3.5,F,Exercise,Heterozygous,1406,2 week,CREB +/-,16,16
3.1,F,Isolated Standard,Heterozygous,1411,48h,CREB +/-,2,2
3.5,M,Exercise,Homozygous,1399,48h,CREB -/-,2,2
3.5,M,Isolated Standard,Homozygous,1400,48h,CREB -/-,2,2
3.5,M,Exercise,Heterozygous,1401,48h,CREB +/-,2,2
3.1,M,Isolated Standard,Homozygous,1407,48h,CREB -/-,2,2
3.1,M,Exercise,Wildtype,1408,48h,CREB +/+,2,2
3.1,F,Isolated Standard,Heterozygous,1411,Pre1,CREB +/-,-4,0
3.5,M,Exercise,Homozygous,1399,Pre1,CREB -/-,-4,0
3.5,M,Isolated Standard,Homozygous,1400,Pre1,CREB -/-,-4,0
3.5,M,Exercise,Heterozygous,1401,Pre1,CREB +/-,-4,0
3.1,M,Isolated Standard,Homozygous,1407,Pre1,CREB -/-,-4,0
3.1,M,Exercise,Wildtype,1408,Pre1,CREB +/+,-4,0
3.1,F,Isolated Standard,Heterozygous,1411,Pre2,CREB +/-,-3,0
3.5,M,Exercise,Homozygous,1399,Pre2,CREB -/-,-3,0
3.5,M,Isolated Standard,Homozygous,1400,Pre2,CREB -/-,-3,0
3.5,M,Exercise,Heterozygous,1401,Pre2,CREB +/-,-3,0
3.1,M,Isolated Standard,Homozygous,1407,Pre2,CREB -/-,-3,0
3.1,M,Exercise,Wildtype,1408,Pre2,CREB +/+,-3,0
3.1,F,Isolated Standard,Heterozygous,1411,1 week,CREB +/-,8,8
3.5,M,Exercise,Homozygous,1399,1 week,CREB -/-,8,8
3.5,M,Isolated Standard,Homozygous,1400,1 week,CREB -/-,8,8
3.5,M,Exercise,Heterozygous,1401,1 week,CREB +/-,8,8
3.1,M,Isolated Standard,Homozygous,1407,1 week,CREB -/-,8,8
3.1,M,Exercise,Wildtype,1408,1 week,CREB +/+,8,8
3.1,F,Isolated Standard,Heterozygous,1411,2 week,CREB +/-,16,16
3.5,M,Exercise,Homozygous,1399,2 week,CREB -/-,16,16
3.5,M,Isolated Standard,Homozygous,1400,2 week,CREB -/-,16,16
3.5,M,Exercise,Heterozygous,1401,2 week,CREB +/-,16,16
3.1,M,Isolated Standard,Homozygous,1407,2 week,CREB -/-,16,16
3.1,M,Exercise,Wildtype,1408,2 week,CREB +/+,16,16
4.3,F,Isolated Standard,Homozygous,1436,48h,CREB -/-,2,2
4.4,M,Exercise,Heterozygous,1429,48h,CREB +/-,2,2
4.4,M,Isolated Standard,Wildtype,1430,48h,CREB +/+,2,2
4.3,M,Isolated Standard,Wildtype,1434,48h,CREB +/+,2,2
4.3,M,Exercise,Homozygous,1435,48h,CREB -/-,2,2
4.7,F,Exercise,Heterozygous,1425,48h,CREB +/-,2,2
4.7,F,Isolated Standard,Homozygous,1427,48h,CREB -/-,2,2
4.3,F,Isolated Standard,Homozygous,1436,Pre1,CREB -/-,-4,0
4.4,M,Exercise,Heterozygous,1429,Pre1,CREB +/-,-4,0
4.4,M,Isolated Standard,Wildtype,1430,Pre1,CREB +/+,-4,0
4.3,M,Isolated Standard,Wildtype,1434,Pre1,CREB +/+,-4,0
4.3,M,Exercise,Homozygous,1435,Pre1,CREB -/-,-4,0
4.7,F,Exercise,Heterozygous,1425,Pre1,CREB +/-,-4,0
4.7,F,Isolated Standard,Homozygous,1427,Pre1,CREB -/-,-4,0
4.3,F,Isolated Standard,Homozygous,1436,Pre2,CREB -/-,-3,0
4.4,M,Exercise,Heterozygous,1429,Pre2,CREB +/-,-3,0
4.4,M,Isolated Standard,Wildtype,1430,Pre2,CREB +/+,-3,0
4.3,M,Isolated Standard,Wildtype,1434,Pre2,CREB +/+,-3,0
4.3,M,Exercise,Homozygous,1435,Pre2,CREB -/-,-3,0
4.7,F,Exercise,Heterozygous,1425,Pre2,CREB +/-,-3,0
4.7,F,Isolated Standard,Homozygous,1427,Pre2,CREB -/-,-3,0
4.3,F,Isolated Standard,Homozygous,1436,1 week,CREB -/-,8,8
4.4,M,Exercise,Heterozygous,1429,1 week,CREB +/-,8,8
4.4,M,Isolated Standard,Wildtype,1430,1 week,CREB +/+,8,8
4.3,M,Isolated Standard,Wildtype,1434,1 week,CREB +/+,8,8
4.3,M,Exercise,Homozygous,1435,1 week,CREB -/-,8,8
4.7,F,Exercise,Heterozygous,1425,1 week,CREB +/-,8,8
4.7,F,Isolated Standard,Homozygous,1427,1 week,CREB -/-,8,8
4.3,F,Isolated Standard,Homozygous,1436,2 week,CREB -/-,16,16
4.4,M,Exercise,Heterozygous,1429,2 week,CREB +/-,16,16
4.4,M,Isolated Standard,Wildtype,1430,2 week,CREB +/+,16,16
4.3,M,Isolated Standard,Wildtype,1434,2 week,CREB +/+,16,16
4.3,M,Exercise,Homozygous,1435,2 week,CREB -/-,16,16
4.7,F,Exercise,Heterozygous,1425,2 week,CREB +/-,16,16
4.7,F,Isolated Standard,Homozygous,1427,2 week,CREB -/-,16,16
7.7,M,Exercise,Homozygous,1460,48h,CREB -/-,2,2
7.7,M,Exercise,Wildtype,1461,48h,CREB +/+,2,2
7.7,M,Exercise,Heterozygous,1462,48h,CREB +/-,2,2
7.5,M,Standard,Wildtype,1466,48h,CREB +/+,2,2
7.5,M,Standard,Wildtype,1467,48h,CREB +/+,2,2
7.5,M,Standard,Homozygous,1468,48h,CREB -/-,2,2
7.5,M,Standard,Homozygous,1469,48h,CREB -/-,2,2
7.7,M,Exercise,Homozygous,1460,Pre1,CREB -/-,-4,0
7.7,M,Exercise,Wildtype,1461,Pre1,CREB +/+,-4,0
7.7,M,Exercise,Heterozygous,1462,Pre1,CREB +/-,-4,0
7.5,M,Standard,Wildtype,1466,Pre1,CREB +/+,-4,0
7.5,M,Standard,Wildtype,1467,Pre1,CREB +/+,-4,0
7.5,M,Standard,Homozygous,1468,Pre1,CREB -/-,-4,0
7.5,M,Standard,Homozygous,1469,Pre1,CREB -/-,-4,0
7.7,M,Exercise,Homozygous,1460,Pre2,CREB -/-,-3,0
7.7,M,Exercise,Wildtype,1461,Pre2,CREB +/+,-3,0
7.7,M,Exercise,Heterozygous,1462,Pre2,CREB +/-,-3,0
7.5,M,Standard,Wildtype,1466,Pre2,CREB +/+,-3,0
7.5,M,Standard,Wildtype,1467,Pre2,CREB +/+,-3,0
7.5,M,Standard,Homozygous,1468,Pre2,CREB -/-,-3,0
7.5,M,Standard,Homozygous,1469,Pre2,CREB -/-,-3,0
7.7,M,Exercise,Homozygous,1460,1 week,CREB -/-,8,8
7.7,M,Exercise,Wildtype,1461,1 week,CREB +/+,8,8
7.7,M,Exercise,Heterozygous,1462,1 week,CREB +/-,8,8
7.5,M,Standard,Wildtype,1466,1 week,CREB +/+,8,8
7.5,M,Standard,Wildtype,1467,1 week,CREB +/+,8,8
7.5,M,Standard,Homozygous,1468,1 week,CREB -/-,8,8
7.5,M,Standard,Homozygous,1469,1 week,CREB -/-,8,8
7.7,M,Exercise,Homozygous,1460,2 week,CREB -/-,16,16
7.7,M,Exercise,Wildtype,1461,2 week,CREB +/+,16,16
7.7,M,Exercise,Heterozygous,1462,2 week,CREB +/-,16,16
7.5,M,Standard,Wildtype,1466,2 week,CREB +/+,16,16
7.5,M,Standard,Wildtype,1467,2 week,CREB +/+,16,16
7.5,M,Standard,Homozygous,1468,2 week,CREB -/-,16,16
7.5,M,Standard,Homozygous,1469,2 week,CREB -/-,16,16
5.2,M,Enriched,Homozygous,1479,48h,CREB -/-,2,2
4.9,M,Enriched,Wildtype,1486,48h,CREB +/+,2,2
4.5,M,Exercise,Wildtype,1504,48h,CREB +/+,2,2
4.5,M,Standard,Wildtype,1505,48h,CREB +/+,2,2
4.5,M,Standard,Heterozygous,1496,48h,CREB +/-,2,2
4.5,M,Standard,Homozygous,1497,48h,CREB -/-,2,2
5.2,M,Enriched,Homozygous,1479,Pre1,CREB -/-,-4,0
4.9,M,Enriched,Wildtype,1486,Pre1,CREB +/+,-4,0
4.5,M,Exercise,Wildtype,1504,Pre1,CREB +/+,-4,0
4.5,M,Standard,Wildtype,1505,Pre1,CREB +/+,-4,0
4.5,M,Standard,Heterozygous,1496,Pre1,CREB +/-,-4,0
4.5,M,Standard,Homozygous,1497,Pre1,CREB -/-,-4,0
5.2,M,Enriched,Homozygous,1479,Pre2,CREB -/-,-3,0
4.9,M,Enriched,Wildtype,1486,Pre2,CREB +/+,-3,0
4.5,M,Exercise,Wildtype,1504,Pre2,CREB +/+,-3,0
4.5,M,Standard,Wildtype,1505,Pre2,CREB +/+,-3,0
4.5,M,Standard,Heterozygous,1496,Pre2,CREB +/-,-3,0
4.5,M,Standard,Homozygous,1497,Pre2,CREB -/-,-3,0
5.2,M,Enriched,Homozygous,1479,1 week,CREB -/-,8,8
4.9,M,Enriched,Wildtype,1486,1 week,CREB +/+,8,8
4.5,M,Exercise,Wildtype,1504,1 week,CREB +/+,8,8
4.5,M,Standard,Wildtype,1505,1 week,CREB +/+,8,8
4.5,M,Standard,Heterozygous,1496,1 week,CREB +/-,8,8
4.5,M,Standard,Homozygous,1497,1 week,CREB -/-,8,8
